mean_hue,mean_saturation,mean_value,bright_ratio,edge_density,contrast,homogeneity,aspect_ratio,class
23.47199856505102,23.595603475765305,167.6643614477041,0.0577766262755102,0.048549107142857144,1183.8490466101694,0.19548997559859432,1.7777777777777777,paper
44.945232780612244,31.330257493622447,163.2664022640306,0.4598812181122449,0.11152742346938775,4134.186440677966,0.0421015971169703,0.4724770642201835,paper
31.071508290816325,27.16896524234694,181.28009406887756,0.3579001913265306,0.023377710459183673,764.9425317796611,0.0896641252023238,0.9553571428571429,paper
95.03714923469387,96.97064333545919,125.82882254464286,0.23176419005102042,0.13919005102040816,3738.221663135593,0.02988391500125749,1.0,paper
15.492207429846939,33.681660554846935,204.84709821428572,0.6704400510204082,0.16531808035714285,2125.4769597457625,0.1806754435809515,3.0344827586206895,paper
49.88105867346939,21.272082270408163,225.20206871811226,0.7889229910714286,0.17392777423469388,4257.318326271186,0.29698625008553525,11.0,paper
31.696568080357142,23.886858258928573,146.57389987244898,0.30056202168367346,0.1856265943877551,5782.661811440677,0.05394651092290643,0.9747899159663865,paper
64.19686702806122,19.662806919642858,131.18187978316325,0.10797991071428571,0.16081393494897958,4998.431144067797,0.06353737934619372,0.5851851851851851,paper
62.1906887755102,27.2952806122449,179.81612723214286,0.4768016581632653,0.23937739158163265,4724.9152542372885,0.0310638628218678,0.7222222222222222,paper
33.0546875,28.161511479591837,178.9452128507653,0.3850645727040816,0.08264907525510204,2492.3847987288136,0.11743678535447906,0.6741071428571429,paper
55.576590401785715,27.312679368622447,188.66183035714286,0.5626594387755102,0.23078762755102042,5415.957891949153,0.12374537176721942,8.32,paper
62.036790497448976,43.14261798469388,206.05668048469389,0.6846101721938775,0.2019889987244898,3354.333686440678,0.09764512008510609,1.3,paper
38.39995216836735,11.553950095663266,178.60160235969389,0.2921117665816326,0.035634566326530615,1116.2057733050847,0.1422494735270109,0.7433155080213903,paper
0.0,0.0,185.32475685586735,0.5028101084183674,0.23726482780612246,2313.9462394067796,0.09962229441465537,1.1,paper
36.25839046556123,28.05568399234694,178.9970105229592,0.3482142857142857,0.06616709183673469,4153.262711864407,0.08126371799369927,1.064,paper
78.01863440688776,61.01187818877551,185.17247289540816,0.4812061543367347,0.20137117346938777,7256.443061440677,0.09936018859784107,0.4307692307692308,paper
110.8160475127551,56.9775390625,198.95705117984693,0.6463647959183674,0.17621970663265307,4332.815677966101,0.07821141989901256,0.8010752688172043,paper
71.79731345663265,36.98369738520408,209.65379862882654,0.7298309948979592,0.1600964604591837,4422.7269597457625,0.1097854199869641,0.7132867132867133,paper
55.51502710459184,40.81166294642857,121.46229272959184,0.29398517219387754,0.1028579400510204,7240.48490466102,0.10296527449545628,0.6785714285714286,paper
17.387954400510203,52.37970344387755,122.33420360331633,0.24818638392857142,0.11172672193877552,5462.206302966102,0.04003265226529306,1.0,paper
0.0,0.0,192.1993183992347,0.4335339604591837,0.2890027104591837,1428.5624999999998,0.06240366893505143,1.095959595959596,paper
27.118343431122447,33.63851243622449,170.75934709821428,0.4912906568877551,0.20533721301020408,4843.03813559322,0.0686643641123065,1.5571428571428572,paper
27.237723214285715,10.736387914540817,188.74862484056123,0.46813217474489793,0.2705078125,1799.537870762712,0.10440031312789391,2.2439024390243905,paper
44.432497608418366,51.485371492346935,132.30115991709184,0.10024713010204081,0.1475406568877551,3963.811175847459,0.047468624100462396,1.4267515923566878,paper
0.0,0.0,142.6981425382653,0.15967793367346939,0.20424107142857142,1761.449417372881,0.059365038890504034,1.0,paper
17.437001753826532,27.707828443877553,198.22801737882654,0.6489357461734694,0.03346221301020408,461.56673728813564,0.16033516616376442,0.32222222222222224,paper
68.07439811862245,53.437380420918366,165.19054926658163,0.337093431122449,0.1985809948979592,3587.686970338983,0.029992000734582466,0.9523809523809523,paper
26.55598294005102,32.47650271045919,177.5548867984694,0.3559669961734694,0.0013950892857142857,165.7576800847458,0.08736141218227388,0.5714285714285714,paper
88.74826610331633,78.58173230229592,129.70069355867346,0.23011001275510204,0.19349888392857142,4369.948622881356,0.05053466856403063,1.0,paper
28.560985331632654,45.427714445153065,208.24549585459184,0.6449497767857143,0.2517936862244898,3271.0614406779664,0.0841954970648705,0.4596774193548387,paper
22.004484215561224,47.787667410714285,175.38530373086735,0.4124282525510204,0.13032126913265307,2386.0315148305085,0.07078622504841256,1.141304347826087,paper
43.212810905612244,21.94435586734694,197.16358418367346,0.5748166454081632,0.04530054209183673,675.03125,0.1136529604095015,0.7589285714285714,paper
