class,mean_hue,mean_saturation,mean_value,bright_ratio
paper,49.30229591836735,17.494040975765305,175.83456234056123,0.47279575892857145
paper,105.19270169005102,67.25203284438776,137.1817402742347,0.16013632015306123
paper,52.994359853316325,21.385204081632654,210.22648278061226,0.7111766581632653
paper,20.67645886479592,29.261240433673468,198.68985172193877,0.6535594706632653
paper,22.834841358418366,22.888791454081634,194.9776985012755,0.6022799744897959
paper,113.51285475127551,66.17123724489795,118.26353236607143,0.2186902104591837
paper,71.95551658163265,56.841238839285715,131.55590322066325,0.2259845344387755
paper,22.586077008928573,50.70330436862245,196.7635722257653,0.6237444196428571
paper,0.7631935586734694,0.05608258928571429,208.00769292091837,0.6108099489795918
paper,0.0,0.0,219.0109016262755,0.7416693239795918
paper,37.85564811862245,36.68433115433673,148.68008609693877,0.31287866709183676
paper,27.560347576530614,18.663205516581634,191.53738839285714,0.3908641581632653
paper,0.0,0.0,195.98557079081633,0.5269451530612245
paper,0.0,0.0,180.30466757015307,0.34193638392857145
paper,42.43060427295919,31.9765625,172.14407286352042,0.5082908163265306
paper,87.52407525510205,6.907963966836735,185.4931640625,0.45547672193877553
paper,81.75992506377551,11.808733258928571,175.1553332270408,0.526985012755102
paper,57.59325175382653,56.222576530612244,151.05135921556123,0.46177455357142855
paper,18.405552455357142,30.719587053571427,198.6392897002551,0.6052893813775511
paper,24.42608019770408,15.44206393494898,192.05127949617346,0.5337213010204082
paper,25.777164381377553,34.417211415816325,181.07280373086735,0.412109375
paper,37.44810267857143,25.615094866071427,172.96655771683675,0.4929249043367347
paper,31.979272959183675,67.85447225765306,153.0670838647959,0.24784757653061223
paper,26.639050542091837,57.55438855229592,180.99972098214286,0.41085379464285715
paper,35.89652423469388,7.320372289540816,179.95129145408163,0.31698421556122447
paper,20.3375318877551,40.4245455994898,184.09875239158163,0.45950255102040816
paper,30.423429528061224,24.200354751275512,183.97704081632654,0.34883211096938777
paper,0.0,0.0,168.49463887117346,0.29121492346938777
paper,20.09600207270408,39.60795998086735,197.59323182397958,0.38833306760204084
paper,35.499302455357146,41.80980947066327,193.4807278380102,0.5760124362244898
paper,0.0,0.0,192.42283163265307,0.5757732780612245
paper,56.31259964923469,53.042948820153065,175.18118223852042,0.4702845982142857
paper,61.46827168367347,42.823860012755105,141.06128427933675,0.09291294642857142
paper,10.10612643494898,9.266342474489797,222.6086973852041,0.8007613201530612
paper,29.989118303571427,14.879663584183673,161.78168845663265,0.09954958545918367
paper,106.55681999362245,37.054966517857146,97.67612005739795,0.07045200892857142
paper,60.879125478316325,82.5467753507653,154.09137834821428,0.4065090880102041
paper,104.21496332908163,109.85945471938776,178.44614955357142,0.43883529974489793
paper,21.261619100765305,16.340262276785715,181.14058514030611,0.2766262755102041
paper,68.36473612882654,62.1552734375,151.06056680484693,0.16745057397959184
paper,25.968710140306122,5.150271045918367,232.74874441964286,0.8405612244897959
paper,85.90626992984694,2.857242506377551,199.64178093112244,0.6288863201530612
paper,26.709562340561224,5.203105070153061,145.57449776785714,0.00011957908163265306
paper,15.541693239795919,34.0520169005102,191.7823860012755,0.5817522321428571
paper,29.92412707270408,89.68949298469387,161.9972696109694,0.2866310586734694
paper,55.557597257653065,40.6438137755102,206.70065369897958,0.740234375
paper,31.865951849489797,56.892259247448976,146.50617825255102,0.3788265306122449
paper,34.64752072704081,39.59518494897959,178.92281170280611,0.357242506377551
paper,24.546994579081634,11.53842474489796,188.58254942602042,0.4269969706632653
paper,71.89056521045919,127.93170041454081,169.61854272959184,0.33743223852040816
paper,78.50998485331633,93.42749521683673,128.30943080357142,0.29886798469387754
paper,90.55644132653062,34.76245615433673,203.4182676977041,0.6985809948979592
paper,36.059211575255105,52.963309151785715,158.75954639668367,0.4684909119897959
paper,102.8067402742347,30.958087531887756,151.58962452168367,0.2762874681122449
paper,36.95615433673469,4.170659279336735,135.6370774872449,0.302913743622449
paper,33.48457429846939,21.938875159438776,197.1671914859694,0.5281409438775511
paper,98.91310586734694,28.92741549744898,181.09956951530611,0.5281210140306123
paper,0.0,0.0,177.9201809630102,0.23034917091836735
paper,27.783143335459183,19.73860012755102,210.5264668367347,0.6917051977040817
paper,50.16890545280612,113.0667649872449,149.56301817602042,0.43748007015306123
paper,0.0,0.0,186.74272560586735,0.6611527423469388
paper,89.81754225127551,47.12280771683673,176.05002391581633,0.5167211415816326
paper,19.331154336734695,88.29207190688776,159.15822305484693,0.011579241071428572
paper,0.0,0.0,180.71753427933675,0.3741430165816326
paper,91.68664301658163,37.26705994897959,186.7703483737245,0.5052016900510204
paper,60.15049027423469,25.635164221938776,179.5938496492347,0.5915178571428571
paper,29.437918526785715,7.967095822704081,178.77632732780611,0.09594228316326531
paper,18.843351403061224,26.594168526785715,202.32858338647958,0.6716358418367347
paper,19.094288105867346,26.766681281887756,206.02228156887756,0.7328802614795918
paper,27.713608099489797,28.575354751275512,150.2552415497449,0.1041733099489796
paper,96.4959941007653,72.0921556122449,190.43628427933675,0.5299545599489796
paper,96.03920200892857,45.37860730229592,190.27748325892858,0.6204360650510204
paper,23.601343271683675,26.266163105867346,199.36377949617346,0.6030970982142857
paper,97.10688376913265,46.68690210459184,178.86272321428572,0.49111128826530615
paper,19.19856106505102,8.697305484693878,210.58350605867346,0.7432637117346939
paper,22.09929049744898,4.403101084183674,189.26466836734693,0.578742825255102
paper,61.08926578443877,38.484454719387756,189.9403300382653,0.5774274553571429
paper,54.991290656887756,33.958366549744895,178.04781170280611,0.49143016581632654
paper,69.44072863520408,115.52275988520408,181.42526307397958,0.4063297193877551
paper,50.67548230229592,12.033422353316327,188.49075255102042,0.32669005102040816
paper,55.18712133290816,77.30837452168367,153.43110251913265,0.3324497767857143
paper,46.849589445153065,45.56829958545919,153.2320631377551,0.1764190051020408
paper,45.591796875,42.051199776785715,217.6647401147959,0.8731265943877551
paper,14.235411352040817,27.104910714285715,199.1526426977041,0.5929328762755102
paper,64.78932158801021,41.955297353316325,208.83217075892858,0.7389389349489796
paper,81.19907924107143,37.33856823979592,193.95005580357142,0.5833067602040817
paper,0.0,0.0,207.79647640306123,0.6494738520408163
paper,48.15937898596939,46.37075494260204,159.92245296556123,0.30446827168367346
paper,35.620236766581634,39.579719387755105,163.5809550382653,0.2292530293367347
paper,41.988899075255105,48.075813137755105,164.70731026785714,0.22791772959183673
paper,21.8115234375,10.458266900510203,178.22895408163265,0.1583625637755102
paper,50.29057716836735,54.1481784119898,173.26789700255102,0.32774633290816324
paper,49.76112085459184,71.22331393494898,124.23112643494898,0.16352439413265307
paper,35.72935267857143,63.346560108418366,164.48086734693877,0.34994818239795916
paper,88.7467115752551,89.91958306760205,140.77481265943877,0.27682557397959184
paper,17.294044961734695,101.8012396364796,167.14307637117346,0.32095025510204084
paper,33.11918048469388,17.087452168367346,192.84351084183675,0.44991629464285715
paper,47.021902901785715,52.15509406887755,147.79103555484693,0.2719826211734694
paper,85.03423947704081,40.25575972576531,142.03790656887756,0.3333067602040816
paper,14.344706632653061,40.2678372130102,186.17440609056123,0.33924585459183676
paper,44.232979910714285,49.6181640625,183.64337531887756,0.34861288265306123
paper,15.959064094387756,50.68042490433673,179.6179049744898,0.5205676020408163
paper,0.0,0.0,178.4235291772959,0.4809669961734694
paper,0.0,0.0,218.61144770408163,0.8079161352040817
paper,60.661152742346935,50.05121970663265,194.11876195790816,0.5187739158163265
paper,47.124920280612244,31.023058832908163,207.9836575255102,0.6710379464285714
paper,100.90497448979592,54.14112324617347,140.0857780612245,0.23606903698979592
paper,27.753985969387756,12.684131855867347,182.2588887117347,0.28892299107142855
paper,38.15708705357143,47.89154177295919,150.84237484056123,0.06473214285714286
paper,69.34785554846938,93.12095424107143,165.4139030612245,0.46865035076530615
paper,23.59408880739796,23.51076211734694,153.00562021683675,0.2181122448979592
paper,101.73142538265306,58.565070950255105,180.40090880102042,0.5472138073979592
paper,46.66782924107143,84.86828364158163,184.68660315688774,0.5397002551020408
paper,33.64399314413265,92.7061543367347,174.84962930484693,0.5114397321428571
paper,39.11505500637755,26.788843271683675,173.22215800382654,0.3413185586734694
paper,53.291015625,38.39126275510204,186.7297911352041,0.4581273915816326
paper,71.12135283801021,26.307417889030614,191.69441565688774,0.5014947385204082
paper,40.89833785076531,71.40236367984694,164.32912149234693,0.3901466836734694
paper,43.35823899872449,36.46871014030612,165.82479671556123,0.09095982142857142
paper,39.58775111607143,14.68602519132653,192.33633609693877,0.460140306122449
paper,21.363420758928573,50.19351881377551,174.58358577806123,0.40365911989795916
paper,18.929827008928573,30.012954400510203,192.81776147959184,0.5226801658163265
paper,27.224988042091837,56.55357142857143,162.78097098214286,0.3939931441326531
paper,36.64760044642857,38.29653619260204,177.88815369897958,0.4321189413265306
paper,37.599609375,31.203981983418366,188.44646843112244,0.5921157525510204
paper,28.648377710459183,58.51801658163265,165.67723612882654,0.4836575255102041
paper,30.418566645408163,25.506118463010203,249.86166693239795,0.9619738520408163
paper,25.216597576530614,53.55257493622449,171.4387755102041,0.3590561224489796
paper,78.07282366071429,187.92434630102042,104.65523357780613,0.15357940051020408
paper,56.833426339285715,70.31782126913265,163.85301737882654,0.48204320790816324
paper,25.83233019770408,10.962033641581632,220.8515625,0.8464803890306123
paper,59.07158801020408,84.11067044005102,159.84434789540816,0.39570711096938777
paper,88.58458227040816,38.73208306760204,104.11541374362245,0.08777104591836735
paper,40.438755580357146,39.66737085459184,178.99575494260205,0.4836575255102041
paper,56.455935108418366,47.696209343112244,182.07332190688774,0.46470424107142855
paper,37.327427455357146,59.99780771683673,198.5837252869898,0.5839445153061225
paper,71.33976403061224,98.2210618622449,136.58103475765307,0.26060267857142855
paper,0.0,0.0,219.697265625,0.7107780612244898
paper,80.29585857780613,57.15481505102041,157.69379783163265,0.39016661352040816
paper,18.421655771683675,57.358318718112244,169.68684231505102,0.2703882334183674
paper,36.79071667729592,53.18321508290816,174.6926817602041,0.3760363520408163
paper,18.669403698979593,105.77108577806122,157.70936304209184,0.3371731505102041
paper,42.7038424744898,36.853874362244895,139.83667490433675,0.23383689413265307
paper,55.2956393494898,59.044025031887756,179.43594547193877,0.5324657206632653
paper,22.643654336734695,7.618582589285714,188.74906329719389,0.33655532525510207
paper,47.91230867346939,72.9722975127551,155.50721460459184,0.14750079719387754
paper,0.0,0.0,194.72616390306123,0.5915975765306123
paper,40.51809630102041,26.644810267857142,198.52925701530611,0.6456672512755102
paper,139.5138313137755,49.6891940369898,188.35764110331633,0.6355827487244898
paper,57.46693638392857,92.7094427614796,178.20772879464286,0.49922273596938777
paper,56.71703603316327,53.36172672193877,176.76719945790816,0.3975207270408163
paper,35.23373724489796,75.5082708864796,172.40541294642858,0.3715122767857143
paper,57.85208067602041,29.918427136479593,225.87553810586735,0.8898078762755102
paper,47.684211575255105,6.2251275510204085,180.3567044005102,0.1624481823979592
paper,72.56919642857143,103.43694196428571,130.8327088647959,0.08079559948979592
paper,26.819435586734695,41.82220583545919,149.2665019132653,0.2642099808673469
paper,34.530153858418366,50.94218351403061,175.81859853316325,0.41175063775510207
paper,80.93863600127551,49.60190130739796,155.7590481505102,0.43275669642857145
paper,76.66252790178571,89.90005181760205,167.36658960459184,0.17964764030612246
paper,26.717893016581634,33.6360012755102,182.7352917729592,0.375179368622449
paper,0.0,0.0,177.57959980867346,0.5133330676020408
paper,29.09797512755102,17.71027981505102,116.91181042729592,0.10823899872448979
paper,46.55953045280612,40.11146763392857,174.462890625,0.29553970025510207
paper,32.6022799744898,41.844706632653065,168.08488121811226,0.3836296237244898
paper,0.0,0.0,171.71932796556123,0.439273756377551
paper,10.051199776785714,8.109494579081632,238.4275350765306,0.9161152742346939
paper,37.84468670280612,5.3383888711734695,176.5568997130102,0.16258769132653061
paper,46.899135044642854,14.121711575255102,113.26843510841837,0.11503507653061225
paper,20.698003029336736,14.015345982142858,186.1564094387755,0.35744180484693877
paper,36.475306919642854,27.571249202806122,170.2033840880102,0.26389110331632654
paper,47.992067920918366,33.837133290816325,188.65957828443877,0.6308793048469388
paper,0.0,0.0,192.06309789540816,0.21514269770408162
paper,57.94989636479592,51.75189333545919,148.7002949617347,0.29374601403061223
paper,22.418825733418366,37.77953603316327,184.76873405612244,0.40487484056122447
paper,26.790876116071427,20.541872608418366,178.15168606505102,0.2717833227040816
paper,0.0,0.0,199.1436144770408,0.5884486607142857
paper,47.760323660714285,20.5172193877551,196.9976881377551,0.5590919961734694
paper,80.05428890306122,14.07601243622449,171.70707110969389,0.2584701849489796
paper,5.469945790816326,6.576351243622449,200.71378746811226,0.6605947066326531
paper,16.99216757015306,29.56572863520408,204.46908880739795,0.7248883928571429
paper,16.463727678571427,40.51971061862245,195.62352519132654,0.6365194515306123
paper,0.7010124362244898,0.07669005102040816,196.6719746492347,0.5190330038265306
paper,21.932338169642858,82.98268096301021,170.01261559311226,0.3149314413265306
paper,35.17944834183673,23.20733019770408,177.63420758928572,0.2809909119897959
paper,55.584203603316325,97.81778140943878,131.06879783163265,0.297054368622449
paper,41.3137356505102,54.992107780612244,135.41254783163265,0.1923030931122449
paper,62.56439333545919,25.972935267857142,184.88685825892858,0.4278938137755102
paper,91.75033880739795,47.240254304846935,187.34486607142858,0.4979272959183674
paper,78.80147879464286,138.47712053571428,134.78581393494898,0.1739875637755102
paper,42.67490433673469,57.538643973214285,171.84978874362244,0.3920998086734694
paper,14.47443000637755,101.79864875637755,166.1389309630102,0.2594467474489796
paper,0.0,0.0,186.04418447066325,0.5731823979591837
paper,33.72953204719388,15.718969228316327,172.08749202806123,0.309390943877551
paper,39.01504703443877,40.6611328125,144.7303093112245,0.3384287308673469
paper,95.29671556122449,58.649633290816325,118.95910395408163,0.21564094387755103
paper,26.75554049744898,49.22500797193877,182.63149713010205,0.3692602040816326
paper,20.712771045918366,56.97636320153061,169.18048469387756,0.47646285076530615
paper,31.549924266581634,23.943598533163264,197.54231106505102,0.588249362244898
paper,55.652901785714285,30.802574936224488,190.39305644132654,0.4968311543367347
paper,25.33525988520408,15.315648915816327,169.76841517857142,0.31778140943877553
paper,15.825952646683673,58.915118781887756,167.5252909757653,0.30014349489795916
paper,76.66545758928571,25.078962053571427,176.87159199617346,0.4274154974489796
paper,42.93931361607143,96.90262276785714,165.02391581632654,0.3426139987244898
paper,71.19447544642857,22.22165975765306,201.62388392857142,0.5021524234693877
paper,44.02572943239796,12.470284598214286,145.55022321428572,0.26821588010204084
paper,33.43012595663265,28.500697544642858,206.98698580994898,0.6835339604591837
paper,31.477479272959183,15.124382174744898,191.33725286989795,0.4261001275510204
paper,22.601124043367346,18.123644770408163,183.00729432397958,0.42223373724489793
paper,43.215202487244895,98.00033880739795,168.93634406887756,0.36912069515306123
paper,12.23078762755102,50.561842315051024,163.96225286989795,0.00958625637755102
paper,110.44216358418367,19.011957908163264,202.44106744260205,0.7487244897959183
paper,25.130082110969386,32.383171237244895,192.32527503188774,0.5847417091836735
paper,30.595184948979593,28.049665178571427,222.96004065688774,0.9334143813775511
paper,18.790517378826532,45.68174027423469,192.63360969387756,0.5153459821428571
paper,17.98080755739796,42.676777742346935,182.98582987882654,0.5012356505102041
paper,55.89570711096939,101.55676020408163,190.29757254464286,0.45976163903061223
paper,38.48736447704081,15.368622448979592,179.95529735331633,0.3885921556122449
paper,28.836674904336736,39.21952726403061,172.7010722257653,0.47696109693877553
paper,45.64917490433673,76.7008131377551,193.15515385841837,0.6230867346938775
paper,66.2475286989796,31.026606345663264,160.48824139030611,0.28696986607142855
paper,18.49774792729592,66.27449378188776,221.35391422193877,0.8918606505102041
paper,31.678132971938776,27.53386080994898,164.2873684630102,0.2987683354591837
paper,24.25392617984694,5.552774234693878,197.49240672831633,0.41761001275510207
paper,38.62378427933673,35.68773915816327,156.29045758928572,0.25986527423469385
paper,56.23421556122449,122.6899115114796,177.41039540816325,0.47628348214285715
paper,38.009546396683675,57.7653659119898,143.42934869260205,0.1493542729591837
paper,46.26568478954081,50.684012276785715,162.73768335459184,0.2896205357142857
paper,41.584203603316325,47.79019850127551,173.80102040816325,0.4727359693877551
paper,29.343789859693878,55.058912627551024,185.87866709183675,0.4588647959183674
paper,58.61563297193877,38.43991151147959,196.20159040178572,0.6304807079081632
paper,109.51263552295919,18.044503348214285,180.28507653061226,0.4714205994897959
paper,33.14233896683673,5.053591358418367,181.68253746811226,0.24286511479591838
paper,60.308035714285715,34.903878348214285,159.85231983418367,0.281429368622449
paper,35.1965481505102,53.87689333545919,164.3323301977041,0.29017857142857145
paper,34.81831951530612,24.772361288265305,245.05970982142858,0.957649075255102
paper,35.717693718112244,27.202746332908163,161.24338329081633,0.0934311224489796
paper,64.61814413265306,59.47285554846939,151.74503746811226,0.4846739477040816
paper,0.0,0.0,142.90140704719389,0.14889588647959184
paper,33.85546875,51.226881377551024,165.34460698341837,0.23646763392857142
paper,83.8750996492347,10.703523596938776,173.56082589285714,0.5000199298469388
paper,41.774533641581634,48.14995216836735,156.1618104272959,0.13024154974489796
paper,48.620874521683675,117.81744260204081,166.63386878188774,0.30685985331632654
paper,18.945731026785715,52.42679767219388,167.7361686862245,0.4621532206632653
paper,21.562081473214285,40.397819674744895,202.04247050382654,0.6724330357142857
paper,20.078702965561224,58.92107780612245,159.44399713010205,0.31967474489795916
paper,22.061084980867346,15.332469706632653,184.3797831632653,0.3752391581632653
paper,30.6732102997449,95.45912388392857,187.47403140943877,0.5148676658163265
paper,24.963069993622447,20.71873007015306,183.76618303571428,0.3071986607142857
paper,36.05141900510204,7.859733737244898,173.8410794005102,0.4645248724489796
paper,18.4791334502551,55.39951371173469,177.43229830994898,0.4878029336734694
paper,14.758330676020408,57.643136160714285,186.8889309630102,0.6273317920918368
paper,104.57706871811224,22.483677455357142,206.52068718112244,0.715461575255102
paper,25.870356345663264,8.355110012755102,174.41037547831633,0.18983179209183673
paper,27.885582748724488,26.258390465561224,154.80291374362244,0.12422273596938775
paper,0.15485491071428573,0.031748246173469385,172.13127790178572,0.45938297193877553
paper,16.331433354591837,44.651985012755105,192.93791852678572,0.5459382971938775
paper,32.11702806122449,10.73485331632653,220.77582908163265,0.7808514030612245
paper,33.01349250637755,14.130660076530612,183.1413424744898,0.2944435586734694
paper,19.822165975765305,18.671775350765305,231.9470663265306,0.8025749362244898
paper,13.094048947704081,3.523955676020408,222.06977439413265,0.8058832908163265
paper,76.47528698979592,34.69925860969388,186.41936383928572,0.5276227678571429
paper,0.0,0.0,203.49543606505102,0.6234255420918368
paper,0.0,0.0,193.78683035714286,0.5963010204081632
paper,85.55341198979592,65.12593670280613,72.97068319515306,0.01305404974489796
paper,28.141462053571427,38.96655771683673,163.9709622130102,0.4227917729591837
paper,22.761559311224488,5.521464445153061,234.08071588010205,0.9281529017857143
paper,34.15126753826531,11.711694834183673,222.08755181760205,0.8120814732142857
paper,18.862583705357142,47.89991230867347,189.43670280612244,0.6062858737244898
paper,46.787129304846935,5.320731026785714,184.51893335459184,0.1927216198979592
paper,43.240254304846935,41.076291454081634,145.73903858418367,0.20041454081632654
paper,25.955974968112244,22.47458944515306,192.41717155612244,0.6689054528061225
paper,33.260044642857146,17.421117665816325,189.73088727678572,0.3960459183673469
paper,40.28411989795919,32.96450494260204,149.8415975765306,0.33400430484693877
paper,25.4039381377551,13.401227678571429,184.1512077487245,0.307796556122449
paper,27.91733099489796,47.378547512755105,205.63709741709184,0.7721420599489796
paper,18.004464285714285,45.423469387755105,196.0247727997449,0.5085100446428571
paper,33.88612085459184,22.462890625,203.22409119897958,0.6672712053571429
paper,22.488002232142858,17.853316326530614,182.00837053571428,0.32906170280612246
paper,57.19989636479592,37.14114317602041,147.1458665497449,0.12812898596938777
paper,0.0,0.0,197.65832270408163,0.5178770727040817
paper,34.51147959183673,29.829001913265305,156.70316485969389,0.3600326849489796
paper,0.427555006377551,0.027642697704081634,206.7881457270408,0.5669842155612245
paper,24.635542889030614,29.680404974489797,210.2002949617347,0.8632413903061225
paper,38.81690449617347,3.9446548150510203,164.7965760522959,0.01371173469387755
paper,28.882872289540817,50.37631536989796,156.9539421237245,0.3562061543367347
paper,37.926199776785715,21.577248086734695,194.76143973214286,0.5586336096938775
paper,19.023477359693878,77.83304767219387,206.08695392219389,0.6581433354591837
paper,26.5426100127551,15.793546715561224,180.09193638392858,0.28063217474489793
paper,40.70141103316327,4.399693080357143,172.14357461734693,0.0467155612244898
paper,41.36236447704081,44.134147799744895,156.18293606505102,0.17592075892857142
paper,71.28384088010205,66.81517059948979,186.50952646683675,0.5234773596938775
paper,12.89142219387755,47.34554368622449,193.14650430484693,0.5957828443877551
paper,25.61525430484694,16.854631696428573,219.06108498086735,0.7657047193877551
paper,13.782007334183673,20.998106664540817,208.47741948341837,0.6567881058673469
paper,79.33545918367346,59.286551339285715,141.86834343112244,0.1663544323979592
paper,93.68871572066327,12.74788743622449,198.64841757015307,0.6198381696428571
paper,33.040935905612244,80.60782047193878,180.9216757015306,0.4615951849489796
paper,18.632772640306122,39.759147799744895,170.33908641581633,0.0008769132653061224
paper,59.15395806760204,15.721898915816327,189.39989237882654,0.3268295599489796
paper,26.009725765306122,16.130600286989797,211.02054767219389,0.7232342155612245
paper,43.48036910076531,49.99810666454081,159.97273596938774,0.3586973852040816
paper,62.030193718112244,49.620774872448976,196.44730548469389,0.5835658482142857
paper,70.61395886479592,26.890864158163264,186.68062420280611,0.39865672831632654
paper,38.41958306760204,45.32991868622449,162.91938376913265,0.3639987244897959
paper,46.627570950255105,50.66165098852041,143.7420878507653,0.2007732780612245
paper,41.44583067602041,83.45254703443878,131.60969387755102,0.23317920918367346
paper,85.09554368622449,48.47735969387755,177.77614795918367,0.4196627869897959
paper,34.60170200892857,32.129125478316325,159.1267936862245,0.21641820790816327
paper,18.85158242984694,26.093570631377553,195.43815768494898,0.5575773278061225
paper,51.74384167729592,32.37928491709184,166.65539301658163,0.25386639030612246
paper,19.031289859693878,57.911830357142854,187.17703683035714,0.4557358099489796
paper,33.75255102040816,42.769312021683675,148.37759088010205,0.13524394132653061
paper,111.1021803252551,94.38669882015306,124.5909199617347,0.25892857142857145
paper,29.756616709183675,19.613659917091837,180.53645169005102,0.28573421556122447
paper,35.912129304846935,43.34522480867347,168.81345663265307,0.34630102040816324
paper,46.59217554209184,10.778081154336734,166.85979352678572,0.1337890625
paper,46.39002710459184,142.6198182397959,185.1642617984694,0.6208147321428571
paper,25.746671715561224,51.13809390943877,154.2141262755102,0.21986607142857142
paper,24.295838647959183,7.430963010204081,175.74469866071428,0.16356425382653061
paper,38.26674107142857,16.878985969387756,180.5046835140306,0.48905851403061223
paper,38.396763392857146,69.83868781887755,170.1105110012755,0.43893494897959184
paper,39.77064732142857,20.328045280612244,191.6092155612245,0.42904974489795916
paper,90.06184231505102,57.404376594387756,164.55259486607142,0.28455835459183676
paper,14.480249521683673,33.39413265306123,186.5822305484694,0.26608338647959184
paper,51.885184151785715,38.39307637117347,212.99437978316325,0.7409319196428571
paper,31.001155931122447,30.793825733418366,150.9792330994898,0.39979272959183676
paper,88.35190130739795,95.18546715561224,150.9738919005102,0.2993263711734694
paper,47.474390146683675,14.573222257653061,216.91950334821428,0.7745535714285714
paper,0.0,0.0,175.16286670918367,0.3878547512755102
paper,23.132991868622447,74.6299824617347,169.6945352359694,0.2506776147959184
paper,31.163364955357142,49.16591597576531,153.08715322066325,0.49587452168367346
paper,31.944156568877553,13.906050701530612,193.23917809311226,0.7015505420918368
paper,63.90302136479592,5.498305963010204,195.53483737244898,0.6227479272959183
paper,0.0,0.0,196.6426777742347,0.6120655293367347
paper,72.38905054209184,78.23973612882654,165.2809510522959,0.2787587691326531
paper,19.531628667091837,11.08041693239796,220.4157166772959,0.8002431441326531
paper,52.15375876913265,16.947444993622447,222.20284598214286,0.8097496811224489
paper,36.98594945790816,6.832589285714286,168.58049665178572,0.2126514668367347
paper,85.39546795280613,31.199278539540817,161.47237723214286,0.16344467474489796
paper,19.028818558673468,39.40345982142857,189.50193319515307,0.48571029974489793
paper,30.356505102040817,47.8603515625,189.31351642219389,0.5727838010204082
paper,28.353575414540817,27.876096141581634,188.43905452806123,0.4553770727040816
